MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285604565
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285661937
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285485521
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.92857142856135
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285647507
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285621418
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285702659
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285689911
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285462322
MA_QAOA, 1, False, [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], [(0, 1), (1, 2), (1, 3), (3, 4), (4, 5), (5, 6), (5, 7)], 0.9285714285702588
